Exports to Country (Unit: US$ Thousand),總計,亞洲,中國大陸,香港,日本,韓國,新加坡,馬來西亞,印尼,越南,泰國,菲律賓,印度,孟加拉,巴基斯坦,澳門,亞塞拜然,柬埔寨,斯里蘭卡,緬甸,不丹,汶萊,尼泊爾,寮國,北韓,哈薩克,烏茲別克,喬治亞,亞美尼亞,土庫曼,塔吉克,吉爾吉斯,中東,沙烏地阿拉伯,科威特,阿拉伯聯合大公國,伊朗,伊拉克,土耳其,卡達,阿曼,以色列,巴林,阿富汗,塞普勒斯,約旦,黎巴嫩,敘利亞,葉門,歐洲,德國,荷蘭,英國,義大利,法國,俄羅斯,西班牙,瑞士,比利時,芬蘭,瑞典,奧地利,波蘭,丹麥,愛爾蘭,匈牙利,葡萄牙,捷克,挪威,斯洛伐克,烏克蘭,希臘,阿爾巴尼亞,保加利亞,教廷,冰島,盧森堡,馬爾他,摩納哥,羅馬尼亞,塞爾維亞,蒙特內哥羅,馬其頓,波士尼亞與赫塞哥維納,克羅埃西亞,斯洛維尼亞,白俄羅斯,摩爾多瓦,立陶宛,愛沙尼亞,拉脫維亞,北美洲,美國,加拿大,中美洲,墨西哥,巴拿馬,哥斯大黎加,巴貝多,巴哈馬,安圭拉,安地卡及巴布達,貝里斯,多明尼克,多明尼加,薩爾瓦多,瓜地馬拉,格瑞那達,海地,宏都拉斯,牙買加,蒙瑟拉特,尼加拉瓜,玻多黎各,聖露西亞,聖文森,千里達及托巴哥,聖克里斯多福及尼維斯,古巴,南美洲,巴西,智利,秘魯,阿根廷,哥倫比亞,玻利維亞,厄瓜多,圭亞那(法屬),蓋亞那,巴拉圭,蘇利南,烏拉圭,委內瑞拉,大洋洲,澳大利亞,紐西蘭,薩摩亞(美屬),斐濟,吉里巴斯,馬爾地夫,諾魯,巴布亞新幾內亞,紐克里多尼亞,萬那杜,所羅門島,大溪地,東加,吐瓦魯,薩摩亞,非洲,南非,安哥拉,赤道幾內亞,剛果,奈及利亞,埃及,賴比瑞亞,阿爾及利亞,波札那,蒲隆地,維德角,喀麥隆,中非共和國,查德,剛果民主共和國,葛摩,貝南,衣索比亞,厄利垂亞,吉布地,加彭,甘比亞,迦納,幾內亞,幾內亞比索,象牙海岸,肯亞,賴索托,利比亞,馬達加斯加,馬拉威,馬利,茅利塔尼亞,摩洛哥,模里西斯,莫三比克,納米比亞,尼日,盧安達,辛巴威,聖多美普林西比,塞內加爾,獅子山,索馬利亞,蘇丹,史瓦帝尼,坦尚尼亞,多哥,突尼西亞,烏干達,布吉那法索,尚比亞
2005年4月,16474639,10904073,3489327,2862431,1331086,499760,654062,401362,204217,411983,321053,435015,123989,47132,27134,29525,200,29386,24420,5542,0,1657,680,87,1944,1012,516,231,192,0,0,17,360468,41508,10355,108930,22828,209,102801,1847,1182,34523,2036,2,3453,17139,2908,8437,2311,1935082,346002,348472,280972,169479,125988,37501,95024,27924,83530,46431,43743,24787,31301,53667,48541,22776,24772,13367,14322,17910,8882,16491,99,6652,0,742,11399,1437,42,7310,0,0,172,173,3497,4764,604,125,6786,5042,3056,2385391,2239807,145524,133051,67358,19869,5230,211,311,0,123,1260,226,6098,5666,5720,3,909,3120,1116,0,4413,4964,138,312,2596,1,1013,159562,79229,19879,8926,13143,11726,46,5897,0,127,3412,571,5736,10870,258865,182097,59441,2274,782,94,179,0,428,359,4,54,147,82,0,410,145456,63026,685,0,692,17199,23791,1693,3094,799,3,10,116,5,2,202,0,562,280,0,552,89,32,1328,339,0,1355,4573,4258,1093,3405,653,111,158,4811,2887,361,11,214,0,441,0,226,0,0,1086,2189,734,170,1518,128,125,141
2005年5月,17234795,11016707,3681820,2816555,1247597,523014,694522,377205,191677,452696,377460,311803,154628,44450,38874,30054,185,36519,23863,8347,0,1414,172,118,2168,1076,49,216,37,0,0,51,370735,42391,9879,104770,28899,300,101021,2753,1742,39981,1927,0,3272,17828,4731,9704,1536,2084071,424980,377092,311285,165862,115282,40584,101783,27701,80528,52667,45509,26473,25917,49460,44030,31902,28803,15154,13760,17540,10394,21037,55,4759,0,382,15964,1589,1,5630,0,0,199,60,3092,4958,1043,87,6337,7298,3695,2773960,2616638,157296,147924,72634,23679,7634,432,411,0,35,1207,157,7939,5635,6787,36,717,2636,2531,0,3342,4717,41,36,4184,0,652,178221,88272,20581,11372,15163,15118,176,6677,15,249,4550,333,4366,11316,304190,248988,42289,496,1250,1,367,0,3553,327,0,98,213,82,0,267,146482,60918,141,0,410,18010,24379,73,4310,1246,0,5,619,49,48,478,0,399,45,0,959,97,250,2356,336,0,861,4440,4679,1326,3289,322,70,164,5539,1418,347,225,7,2,490,2,354,24,1,1444,1667,1107,378,1854,102,5,439
2005年6月,15652409,10155744,3464265,2651617,1165346,439757,601767,338373,197776,316537,307324,363607,126276,46669,33723,26417,84,35291,24850,9267,0,3133,557,199,803,861,384,297,312,0,0,10,344802,45246,11125,96340,24769,137,91710,2024,1322,32810,1738,142,2637,17038,3650,12441,1673,1682047,287043,310173,253196,140757,104929,32778,89324,20426,72040,46892,34412,22468,22346,42875,35029,38227,21669,10123,11097,11238,9468,13749,61,4602,0,276,11736,2519,2,7444,0,0,69,116,2577,3414,354,139,6786,6185,3381,2563806,2433743,129987,174251,69865,19524,5839,310,41824,0,37,621,306,5886,5416,6856,351,722,2404,1315,0,3295,4213,20,68,2504,5,692,171433,84435,19344,10129,15970,14541,255,4518,0,108,3892,250,7845,10116,206376,160584,39760,108,1142,65,138,0,317,264,24,97,170,77,0,103,141012,60697,187,20,118,14825,25588,102,2578,273,0,7,362,0,0,187,0,1532,149,4,691,26,147,2603,325,0,499,4163,6333,1139,2303,753,78,1,4519,2321,323,309,0,48,611,16,469,311,0,795,1568,893,445,1778,140,38,203
2005年7月,16277177,10701665,3698660,2818040,1285098,503830,643514,356099,170822,304555,297622,335384,129764,30744,32671,27523,254,32686,20358,6926,0,3258,291,276,1716,805,208,241,59,0,0,0,332621,44480,10092,87974,29405,158,90808,2501,1269,33341,1498,75,2284,12400,3985,10792,1558,1767770,326795,348731,283579,106207,94690,43473,81136,19750,63334,50241,34478,31054,24402,41728,40587,29102,21817,13420,12469,10241,10800,14446,52,5062,0,412,23828,4085,3,5904,0,0,173,134,2211,2968,1317,53,9446,5141,2651,2564818,2432714,132067,133055,70824,16887,5615,221,401,0,74,1155,188,7199,4922,6649,294,681,2732,2295,0,2514,3674,16,31,4089,2,728,193235,89499,19455,7612,15263,14240,452,22790,64,205,7227,281,5398,10730,301322,216123,42367,190,665,3,128,0,798,1106,4,67,234,55,12,264,130524,55635,344,46,299,11620,28920,144,3867,664,0,0,248,13,104,336,0,524,440,0,396,37,107,1303,359,0,616,3689,3548,1187,1688,614,10,0,3755,2556,399,105,0,331,460,0,331,194,2,1104,1084,554,413,1356,459,1,150
2005年8月,16700894,10715325,3806343,2833229,1183410,524870,611455,359654,176023,288767,294184,319024,168290,33592,34049,24266,136,24996,21102,6813,0,1497,56,108,1419,1226,365,284,44,76,0,15,348818,39215,10919,89356,35155,159,98296,3758,1756,35079,1713,62,1701,13234,3351,13025,2040,1953922,374504,379124,273235,144401,109495,48365,92595,22567,72991,60068,36546,34048,32988,38043,36387,30179,23970,15880,12192,15544,12844,14016,4,4806,0,555,26925,7037,0,8199,0,0,71,197,2226,2759,291,78,8723,5023,5775,2721529,2579588,141874,166412,81277,17725,5916,201,321,0,95,228,246,7294,3794,27995,310,554,4731,1450,0,3626,5020,12,46,2475,3,716,201270,104191,27760,8876,14177,18288,472,6553,130,329,4924,495,5751,9302,223589,187020,28360,374,1037,1223,132,0,288,457,32,37,181,92,0,1214,144772,62772,155,0,172,14116,26785,0,2337,783,0,0,1212,59,0,375,0,739,121,0,909,1,66,1618,57,0,914,5841,5177,1545,2477,1019,0,11,4137,3124,472,138,18,11,410,11,494,7,2,868,1322,1868,382,1298,7,138,256
2005年9月,17129826,11442761,3853508,3091316,1280462,501393,808621,352712,198423,308622,309583,404845,173272,35479,31216,28835,511,32075,22493,5151,0,908,115,243,1095,1060,446,194,43,22,0,58,335947,35199,9642,82465,30168,519,106126,2704,1421,32487,1199,42,2061,15142,4002,11584,1186,1915298,350115,381938,266210,131611,109515,41399,79162,21738,74913,60769,34959,35180,48147,32504,34555,44651,21808,19661,12617,21322,10406,12223,62,4696,0,525,26264,5297,9,6645,0,0,178,204,2399,3189,482,571,8537,4984,4861,2509283,2362296,146789,140105,82666,15907,7284,307,265,0,0,579,333,6140,3086,5871,5,281,2567,1113,0,3495,4285,0,28,2589,8,622,173270,81805,17825,11392,16064,16175,329,5296,14,207,6392,435,6542,10758,251525,212769,29721,1238,887,0,402,324,1043,308,2,53,225,19,1,543,146640,65258,188,32,46,12618,28118,104,3218,804,2,0,898,0,59,140,0,876,281,13,720,23,190,3167,337,0,679,6141,4659,1344,1820,725,48,4,3751,2416,261,292,216,28,409,0,747,58,0,1243,2139,445,399,1100,22,2,78
2005年10月,18901549,12535372,4260863,3339648,1379372,530880,933533,379296,251279,403181,343857,402897,153288,33869,28924,30547,37,30847,22073,6803,0,1165,124,383,984,1031,153,213,31,0,0,11,433511,35673,11884,95115,33110,295,173746,2895,1532,38188,1314,35,3728,14367,5811,13357,2459,2167518,430409,388424,296869,158645,131431,48462,84888,28713,85858,73128,37329,42235,52160,44463,40330,43834,19632,25922,12841,19270,11903,14780,29,6543,2,629,25713,4413,1,8208,0,0,113,140,2036,3205,443,172,10068,7621,5117,2718035,2572982,144869,177686,93612,17678,8260,437,210,0,27,953,152,9091,7149,23125,198,168,2676,1525,0,3899,4086,82,62,2377,0,845,221917,96339,20523,15027,17581,17426,184,27824,16,35,6366,344,8998,11246,281730,231198,42549,190,779,331,216,0,476,270,2,52,130,89,0,718,155625,70589,184,62,161,17913,24641,0,3058,540,0,35,325,1539,0,569,0,1274,138,0,1021,48,69,4762,272,0,734,3787,3192,1672,1686,225,1,115,4557,2824,284,312,2,46,212,0,439,383,0,660,2059,1060,870,1908,229,0,543
2005年11月,18157038,11751894,4108727,3032535,1320959,574950,812027,350253,208490,365730,340662,377608,98698,35618,33884,29649,568,27174,18999,8085,0,1212,59,150,2210,1630,1061,285,51,0,0,90,372132,37486,8893,90199,36195,182,127402,3267,1583,34400,1897,10,2744,14118,3660,8511,1587,2241706,439256,414397,286870,141841,148206,53905,99085,29382,71744,61856,37584,47843,62033,51667,34183,59397,21725,27094,14654,19914,12153,14091,48,5664,0,645,38035,3799,11,9320,0,0,183,131,3565,3527,685,235,13340,6999,4417,2812130,2677884,134195,164766,80867,40723,8441,172,184,0,46,358,244,5594,5387,5283,200,260,2703,1499,0,2416,4925,86,49,2729,0,766,234996,96440,24670,32260,15908,18024,210,27892,50,286,6526,186,5247,7189,249459,212355,28958,335,636,21,366,0,410,341,11,20,272,35,3,359,130260,56938,110,10,441,12307,25850,3,2332,641,1,0,169,0,76,476,0,856,129,0,1027,31,32,1493,250,9,1667,2714,3086,1319,1382,404,80,3,4550,2803,500,92,1,16,344,0,484,1180,7,1415,912,826,312,1181,271,186,351
2005年12月,18097521,12024841,4185200,3196490,1398347,556604,758977,353745,180100,376350,378116,365082,123206,39249,30603,25057,171,26093,18840,6782,0,738,89,305,2897,1143,222,291,87,0,0,20,413939,46370,10466,89571,34114,331,156153,6256,1019,36211,1615,8,2944,12987,4785,9931,1177,2117752,404735,363962,269698,147384,139651,49937,90585,27547,79030,57926,45399,40505,75369,44069,36372,36149,20558,24115,14841,36245,11921,16296,51,5702,0,710,27343,4930,18,10537,0,0,281,131,2907,4407,554,232,12824,7624,5983,2628619,2480880,147721,134836,74650,17089,9002,549,0,0,190,131,108,5647,3268,5669,0,269,3075,1134,0,2345,6908,22,43,2306,20,1050,217039,104102,19116,9847,19167,18729,268,22319,0,120,6547,321,6391,10053,234064,201510,25968,1500,888,41,63,1,273,447,2,76,255,43,0,211,131604,55769,396,0,79,13520,24497,44,3959,71,0,0,147,0,11,495,0,505,538,0,2412,120,184,2004,363,0,664,3411,4491,713,1750,405,10,5,4477,1706,479,116,6,2,225,0,720,50,0,708,2429,432,1036,2019,48,64,170
2006年,225904198,148272214,52377134,37668852,16508659,7252867,9378650,4979048,2525924,4918488,4632717,4516470,1507554,501248,383691,264075,3666,458061,250406,68655,24,13713,1725,2651,22404,21159,6998,4587,666,201,48,560,4553862,532470,108549,1158202,521616,5833,1257288,35054,23792,476630,22283,318,35045,170116,53143,133665,19856,26150897,5021828,4419133,3508525,2196916,1571520,609065,1129264,337226,937170,706298,501259,458577,566339,581008,457042,568628,227907,389823,161921,412506,153580,195755,603,71959,31,7840,273356,79265,517,122389,0,0,2152,1516,46710,55039,11744,2080,107662,162629,80702,34244497,32474639,1769301,2132791,1075160,181216,153074,4118,187798,7,1334,4123,2786,85062,71599,123337,690,4450,35993,19847,104,38800,75578,462,387,38537,506,9418,2519793,1287818,272646,129754,214035,220120,3728,90459,599,2122,70483,4607,74500,147884,3394613,2746740,393154,31567,11548,471,2423,177,45070,5276,190,306,1517,761,47,5300,2095758,933863,4766,1393,2775,171806,463122,888,36177,8134,2,77,7699,11,231,5866,0,14499,4175,168,12948,558,1718,25689,3327,248,9226,43489,65263,18771,22349,6718,93,479,74308,34523,5283,2825,295,27,2856,123,5748,3168,102,17571,24152,11446,7087,24492,2757,331,4216
2006年1月,16970895,10718762,3693582,2711799,1277055,516748,691664,332139,183358,326855,372336,369441,104848,38691,30150,19162,211,24239,16897,4957,0,917,139,82,1083,874,1252,201,17,0,0,4,400186,33553,8177,91904,35252,394,154796,3241,1892,36542,1669,6,2407,14359,4840,9607,1546,2122773,414435,355925,272768,152858,132805,44428,77338,30614,80566,59953,44436,31676,80712,41673,32256,51987,18728,29953,19285,44917,13217,15618,52,5198,0,493,22987,5512,4,9496,0,0,235,137,2985,4097,968,255,10234,5165,7608,2780326,2624735,155554,180619,88415,16885,7811,374,27,0,105,281,213,6118,3997,38624,69,179,2879,1246,0,3303,5715,21,12,2527,49,768,201975,97653,23469,10071,20547,18276,197,9047,107,215,5881,474,3397,12455,231973,191251,30980,2613,925,18,174,30,935,250,11,0,17,15,0,47,130993,61220,533,37,83,14152,22436,0,2169,157,0,0,363,4,3,469,0,986,163,0,1049,88,91,1329,326,0,532,3287,2943,1606,718,234,4,1,5304,1882,256,234,0,3,221,1,342,558,0,872,1668,1399,383,1749,169,7,143
2006年2月,15552209,10351342,3817363,2450619,1292912,512707,617886,328980,129723,318860,341141,326590,89104,35202,25826,21655,253,18721,16462,2811,0,664,70,120,1983,590,243,322,89,165,0,33,319500,35840,6386,70304,37575,458,104093,2075,856,31169,931,52,2990,11174,4048,10627,922,1851927,410789,278358,234360,139433,121169,37650,67056,20357,68354,42901,34589,30766,53208,46482,29474,52305,15476,22109,11454,34346,10814,11083,49,4856,19,376,23974,4447,0,6683,0,0,169,132,2015,4257,556,88,9490,15441,5950,2175988,2071593,104373,172089,71238,13041,9575,141,51645,0,3,145,150,3620,4537,4721,86,96,1538,1040,0,2979,3761,4,132,1978,60,439,163168,87797,15959,8805,11613,13700,280,5295,32,113,5223,268,4983,9070,197929,174400,15380,3863,713,62,166,0,164,149,0,0,68,121,0,71,128396,66588,136,33,87,12666,21055,36,2144,354,0,0,178,0,51,138,0,623,62,0,451,23,60,1087,319,0,183,1749,3094,1326,2018,481,0,1,4025,1730,474,77,0,0,34,0,158,9,3,843,2741,1357,296,1185,12,27,348
2006年3月,18055404,11980896,4287530,3015595,1411569,593650,740599,374879,171101,375134,395793,347499,103813,44900,28944,22470,352,34735,20949,5914,0,1168,89,193,2539,567,508,290,37,0,0,17,330593,36744,12035,93647,29760,641,78786,2325,2100,40704,1496,8,3150,15719,4781,7397,1300,2065045,433691,311425,292161,166558,119443,44657,78717,25879,75941,51938,43331,29102,44485,54547,38433,50767,18973,17602,15481,44179,8645,15351,10,5588,8,590,33120,5677,0,6861,0,0,137,123,3969,4406,709,309,8944,5294,6465,2777303,2624918,152328,154897,86758,12740,10954,239,74,0,190,262,658,8383,3879,6730,191,328,3177,1862,14,3701,8275,13,0,3504,74,746,196359,105053,20958,9849,17629,14505,1026,6083,0,105,6557,309,3406,10852,215775,180327,26757,1243,594,0,100,0,835,330,32,43,243,81,0,238,144404,66301,641,14,411,8379,23208,111,2296,619,0,0,1297,0,44,401,0,794,81,0,1104,30,27,1175,297,0,813,4972,5753,1257,2695,496,10,115,5695,3752,303,260,4,1,220,0,482,386,0,2200,2886,1436,640,1541,78,4,520
2006年4月,18963730,12469509,4360062,3220368,1340479,623643,865208,427203,154567,416118,417589,364274,102451,48264,32439,22514,57,37813,23739,7810,1,1375,112,328,591,1436,621,221,35,6,0,95,365704,41821,9976,93062,36837,563,92489,2283,1682,44410,1547,20,3521,18563,5416,11709,1805,2161419,502116,323324,285995,168816,132968,42541,86252,31028,68000,46102,38002,31706,43105,41404,34675,50931,18401,31264,12605,45074,11932,19444,78,5787,0,382,26398,6954,13,10468,0,0,122,156,4568,4948,934,251,11840,16248,5299,2995952,2837915,158033,163275,88781,12739,14217,462,90,0,204,585,517,9665,5363,7862,152,652,2624,2057,91,3520,6448,90,11,4074,42,831,211064,115099,22614,9525,16951,17621,383,7059,85,271,3678,271,4420,12995,243689,188054,46103,1817,976,91,234,3,580,324,3,3,157,87,0,628,141469,55863,383,10,105,14420,23540,194,3127,1242,0,24,1104,7,81,291,0,822,185,0,1033,117,215,2524,72,32,1559,4006,6771,2052,2483,257,2,54,6163,3788,451,403,53,1,106,0,588,109,2,1559,1807,364,693,1888,48,103,304
2006年5月,19077426,12388848,4433804,3050444,1281753,640547,774132,413415,211106,474142,367842,407762,134635,53720,44382,22494,570,38133,26032,7886,0,1077,96,216,2097,1690,243,381,12,3,2,63,373393,45837,9947,102901,33449,1128,87748,2216,2269,39699,2131,0,3070,17030,5159,19130,1677,2107304,411963,347139,314241,189790,133898,46911,92513,25323,77924,47139,41889,33451,43042,37633,39460,43745,16959,22725,11998,22072,11770,16748,26,5203,0,593,18937,6083,5,10122,0,0,128,59,4119,4241,726,47,6238,16422,5244,3004075,2865627,138329,184306,77911,14979,10935,399,42209,0,241,302,254,6946,5354,5389,51,441,2988,1653,0,2812,6577,31,80,2421,52,460,304252,198194,21672,13045,17475,19368,337,9497,1,378,5274,487,5883,12606,331090,273839,49040,309,957,9,112,0,793,494,0,23,219,31,0,1175,166254,74912,190,159,62,13447,24893,114,4322,859,0,2,256,0,44,337,0,796,255,0,1553,50,28,3057,434,57,682,5536,8097,1812,2061,1543,13,65,7174,3026,284,137,50,0,235,16,671,308,1,1749,2189,734,92,3095,37,0,257
2006年6月,18262544,12228978,4089129,3018296,1323610,588339,1035916,413431,238816,473986,386446,376820,111313,37575,33729,24584,1232,44361,22200,4839,1,1082,255,168,522,1217,544,502,31,0,0,0,325740,38081,5917,93861,33019,920,71871,2027,1724,37576,1590,2,2907,14582,5204,14661,1799,1912870,388394,278339,296285,170029,124902,44218,83840,25920,64102,56829,43513,24091,30605,48111,32846,25892,19612,25312,10903,18982,13733,18512,4,4954,0,564,15717,8185,257,9490,0,0,117,76,3159,3210,1285,205,6848,6619,6277,2735301,2583253,151984,160440,80611,20135,19165,372,53,0,9,288,260,8651,4179,6465,8,690,3080,1736,0,3594,5249,63,5,2597,45,758,189519,83614,24071,10164,15887,19066,104,5785,2,222,10543,289,5942,13822,292741,218557,46119,2428,879,23,100,0,20884,197,3,17,190,28,0,261,176793,84538,272,83,583,14974,32837,11,3128,408,0,0,1682,0,0,466,0,862,1118,0,434,45,92,3471,182,0,340,2339,6977,1503,1290,161,47,1,5141,3630,389,24,5,0,256,0,317,462,52,2410,2061,768,304,2220,100,46,115
2006年7月,19736566,13015974,4357699,3385839,1412319,675999,945359,474049,201911,442745,407230,378894,153890,42820,34152,21783,127,39149,25608,5758,3,1000,164,136,6080,1787,862,429,93,0,0,19,394115,44002,10803,125887,41971,96,87038,2847,1918,44253,1805,69,2684,14179,3439,11032,2093,1998891,451107,315355,291043,140809,121053,56091,75771,26076,77671,56409,41004,21048,34996,42791,41451,23005,12577,29412,10105,13864,12216,17217,41,4864,2,742,18952,8460,87,9621,0,0,191,37,4327,4995,1157,117,7235,19489,6825,3138015,2993459,144468,216492,91307,15963,12434,429,51787,0,11,257,43,8655,5401,7129,33,380,3888,2171,0,3144,6930,60,49,3972,81,948,228411,110063,27758,9912,20805,23090,103,9319,123,46,5264,445,9027,12282,299122,245625,26037,2542,1179,0,712,0,17438,427,59,7,84,26,17,448,217343,127274,439,38,782,14934,28663,14,2294,762,1,0,114,0,3,507,0,2696,149,11,960,28,171,3314,265,0,1352,3736,3812,1811,1343,493,5,3,6087,3632,1537,157,9,0,314,23,1090,109,39,2026,1984,420,268,1525,172,4,1068
2006年8月,19502036,12653174,4414743,3398554,1350854,578691,667029,449508,246686,421497,399168,402712,168578,37597,34663,19712,37,30065,21296,5573,15,1065,237,101,1680,1929,474,457,48,0,46,88,377599,47084,9098,97401,35750,159,112185,5883,1741,38961,2440,17,3025,12302,79,9634,1840,2199997,398354,377602,295685,248247,117759,51562,103723,28325,82250,70315,39078,34661,32829,51653,36881,27625,23314,46788,10981,17099,13271,15823,57,4717,0,517,20008,7584,37,10863,0,0,153,203,3544,3721,943,100,6570,8927,7193,3168986,3001889,167064,196848,87491,26163,17096,204,31,0,157,337,174,7081,18213,17854,26,141,4081,1748,0,2719,6652,13,7,4257,69,1156,200157,104877,20760,6986,16345,19699,148,9395,69,199,5433,376,6490,9320,272525,231296,31324,3265,904,76,98,0,239,521,9,30,126,62,0,568,209141,122616,277,31,188,18219,24302,138,2723,1127,0,0,1068,0,2,1199,0,854,446,76,1303,1,72,1276,684,0,632,2480,5802,1163,1110,442,2,103,8072,1775,187,768,2,1,236,15,350,90,0,1117,2231,1763,792,2256,72,47,323
2006年9月,20266444,13401644,4713960,3561258,1490855,628797,819556,459003,246247,378103,398046,403435,126465,44973,33101,21956,108,45300,18682,5608,0,1264,64,481,1662,1923,286,292,70,6,0,2,427853,70235,8454,95309,58643,288,115492,4267,2157,38847,1853,50,2671,13736,3928,10365,1559,2137734,397616,384693,298479,165520,116399,55643,81717,24035,77701,60119,40683,29626,42350,44339,45917,42354,15401,44106,13371,24539,10292,13676,124,5595,0,772,27831,7652,85,12217,0,0,214,169,4597,6606,839,96,8799,24372,7667,3016878,2872930,143862,227070,120480,13337,10811,444,41763,4,91,120,84,7038,5935,6562,5,376,3652,1255,0,3443,7302,3,3,2643,12,794,200985,93309,19726,13679,18926,19162,268,7354,53,106,6348,562,5378,15997,349449,256154,32562,3000,527,5,277,144,572,692,29,67,166,85,26,948,282355,68444,251,525,2,16208,152026,52,2266,1149,0,0,682,0,0,519,0,1517,187,0,994,46,195,2914,146,0,773,4633,6310,1670,2474,724,0,2,5306,2361,529,274,5,17,289,0,416,0,1,1649,1684,264,1808,1940,143,1,255
2006年10月,20002072,13004228,4692448,3336623,1434043,621357,739210,463835,205860,433960,381990,420325,116853,42525,27367,22275,266,31579,22082,4200,0,998,130,287,1975,2411,795,486,106,21,0,75,435183,49865,8565,101634,61896,189,126369,2575,2327,46682,3304,8,1954,13381,5559,8978,1896,2493631,421000,502363,328164,193204,129766,60129,98542,35018,83880,78719,41331,52538,66124,42817,44336,64140,21083,41749,12005,58949,14024,17280,6,8952,1,1561,19450,7353,19,12094,0,0,245,97,4254,4144,1343,183,9739,9194,6335,2969339,2808611,160729,189311,115079,13872,17342,255,23,0,144,311,239,7525,6916,6379,62,366,3389,1472,0,3961,5459,71,53,3657,0,858,217063,102214,24157,15003,15773,22742,407,7781,92,173,4907,509,8232,14863,320316,278216,29555,3672,1476,67,227,0,489,1424,39,0,106,29,0,532,159799,71860,387,167,95,18231,23704,106,4801,684,0,0,232,0,0,636,0,1610,112,81,869,25,666,1236,272,0,950,3251,6485,935,2222,654,5,3,7220,2731,284,144,5,4,271,0,625,613,1,674,1926,564,743,2102,164,9,231
2006年11月,19696990,13068427,4866465,3205998,1410324,618720,720047,415436,305752,413650,374137,407389,129570,38702,31724,21662,142,77378,17346,6154,2,1543,190,426,1531,2880,736,307,43,0,0,67,385141,50117,8431,92294,53850,874,107534,2901,1975,36560,1731,19,3064,13255,3897,7525,1113,2509314,390085,505119,299135,226938,131622,57935,121575,33233,82947,68561,45851,73498,49105,69317,42180,71553,22356,44823,14778,34798,15806,13797,67,7993,1,887,27284,6831,6,13672,0,0,218,121,3954,5153,1125,200,10479,9494,5917,2759416,2615902,143467,132186,77153,9613,8886,430,36,3,179,477,136,5646,4881,6110,0,216,2570,1643,0,3044,5918,0,3,3278,0,792,200222,96272,25234,9712,20739,16330,290,6942,2,133,7451,326,5584,11175,294841,256315,29734,1959,1441,0,46,0,815,196,0,23,80,137,0,306,148256,72567,231,94,218,11527,19552,34,2434,270,0,50,141,0,0,654,0,1346,208,1,1228,19,37,2134,150,0,743,4147,4238,2168,2513,736,6,126,6814,3237,181,229,164,0,318,48,216,5,2,802,1922,489,625,2629,1717,9,296
2006年12月,19817882,12990432,4650351,3313459,1482885,653670,762045,427171,230797,443438,390998,311329,166035,36280,27214,23808,312,36588,19113,7146,2,1559,180,113,660,3856,433,699,85,0,0,97,418855,39291,10760,99999,63614,123,118885,2412,3152,41227,1788,67,3601,11836,6792,13000,2308,2589993,402279,439493,300210,234713,189735,67300,162220,31419,97833,67313,47553,66415,45780,60242,39133,64325,25027,33980,18958,53687,17861,21207,90,8253,0,363,18698,4527,3,10803,0,0,225,206,5220,5262,1159,230,11246,25964,9920,2722917,2573806,149111,155257,89935,11750,13848,369,61,0,0,758,57,5735,2943,9513,7,585,2126,1965,0,2578,7292,94,31,3630,21,867,206617,93674,26268,13003,21346,16561,187,6903,34,161,3926,290,11758,12447,345163,252705,29564,4857,976,120,178,0,1325,273,4,93,61,59,4,79,190555,61679,1026,203,160,14649,66905,80,4474,503,1,1,582,0,2,249,0,1594,1208,0,1970,85,61,2172,181,159,668,3353,4981,1470,1421,498,0,5,7307,2977,406,119,0,0,358,19,492,519,0,1672,1053,1887,443,2362,44,72,356
2007年,248669973,165895628,62928415,38274266,16143838,7913452,10613104,5421303,2944432,6901329,5262071,4957745,2422212,477699,415263,380070,3200,428682,223843,72023,11,16586,5132,1832,21637,37668,6103,6705,786,17,13,1733,5670698,735408,129297,1522820,589494,5272,1538292,54657,32999,548306,26195,438,44435,185467,66848,165022,25747,28720781,5194940,4425877,3621967,2411908,1712788,833562,1546559,344752,1127369,878662,584164,494784,770262,598887,421938,806541,417601,318185,211425,517432,216879,256228,2644,90292,222,8181,127596,108881,152,133521,2328,181,2527,2561,48784,71878,15009,4300,131157,134947,100379,33981414,32130276,1849831,2357912,1502367,205102,134952,4054,747,143,724,6072,1912,84842,71006,94620,1274,6453,43186,21266,12,37166,66179,1288,619,49915,241,8764,3227896,1724064,281899,203954,256002,267144,3415,118822,563,3307,63220,5032,89154,210609,4045432,3292687,556998,50416,19122,676,3045,123,9171,8034,396,1252,1600,1079,51,6881,2158460,938607,7644,332,1752,189666,428866,15340,47306,7788,30,286,15033,168,48,5507,0,9504,4586,32,13776,1588,978,22851,5446,24,13627,65143,52759,18521,22572,9812,461,703,80348,35164,5273,2584,159,109,2319,140,11289,3856,4863,19921,17657,13216,10886,35866,2096,1619,3388
